vlgiitr NTM reference — associative recall
Config: N=128, M=20, controller=100, heads=1
Task: seq_width=6, seq_len=3, items=[2,6)
Training: 100000 iters, RMSprop lr=0.0001 alpha=0.95 momentum=0.9, clip=10
Seed: 42

Model parameters: 67,538

/Users/admin/code/idris-ml/bench/reference/vlgiitr/ntm/modules/head.py:71: UserWarning: Implicit dimension choice for softmax has been deprecated. Change the call to include dim=X as an argument.
  s = F.softmax(self.shift_weighting_fc(controller_state))
iter  69500: loss=0.1383  bit_error=0.05  (61.5 it/s, 1131s elapsed)
iter  70000: loss=0.0032  bit_error=0.01  (61.5 it/s, 1139s elapsed)
iter  70500: loss=0.0116  bit_error=0.04  (61.5 it/s, 1147s elapsed)
iter  71000: loss=0.0273  bit_error=0.03  (61.5 it/s, 1155s elapsed)
iter  71500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1163s elapsed)
iter  72000: loss=0.0016  bit_error=0.01  (61.5 it/s, 1171s elapsed)
iter  72500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1179s elapsed)
iter  73000: loss=0.0030  bit_error=0.00  (61.5 it/s, 1187s elapsed)
iter  73500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1195s elapsed)
iter  74000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1203s elapsed)
iter  74500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1212s elapsed)
iter  75000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1220s elapsed)
iter  75500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1228s elapsed)
iter  76000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1236s elapsed)
iter  76500: loss=0.0374  bit_error=0.02  (61.5 it/s, 1244s elapsed)
iter  77000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1252s elapsed)
iter  77500: loss=0.0040  bit_error=0.04  (61.5 it/s, 1260s elapsed)
iter  78000: loss=0.1035  bit_error=0.10  (61.5 it/s, 1268s elapsed)
iter  78500: loss=0.0735  bit_error=0.09  (61.5 it/s, 1276s elapsed)
iter  79000: loss=0.1061  bit_error=0.20  (61.5 it/s, 1284s elapsed)
iter  79500: loss=0.0035  bit_error=0.01  (61.5 it/s, 1293s elapsed)
iter  80000: loss=0.0174  bit_error=0.02  (61.5 it/s, 1301s elapsed)
iter  80500: loss=0.1690  bit_error=0.10  (61.5 it/s, 1309s elapsed)
iter  81000: loss=0.1159  bit_error=0.06  (61.5 it/s, 1317s elapsed)
iter  81500: loss=0.0003  bit_error=0.00  (61.5 it/s, 1325s elapsed)
iter  82000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1333s elapsed)
iter  82500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1342s elapsed)
iter  83000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1350s elapsed)
iter  83500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1358s elapsed)
iter  84000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1366s elapsed)
iter  84500: loss=0.0075  bit_error=0.02  (61.5 it/s, 1374s elapsed)
iter  85000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1382s elapsed)
iter  85500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1390s elapsed)
iter  86000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1399s elapsed)
iter  86500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1407s elapsed)
iter  87000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1415s elapsed)
iter  87500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1423s elapsed)
iter  88000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1431s elapsed)
iter  88500: loss=0.0635  bit_error=0.04  (61.5 it/s, 1439s elapsed)
iter  89000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1447s elapsed)
iter  89500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1455s elapsed)
iter  90000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1464s elapsed)
